,Ticker,StartDate,EndDate,Start_Price,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,week19,week20,week21,week22,week23,week24,week25,week26,week27,week28,week29,week30,week31,week32,week33,week34,week35,week36,week37,week38,week39,week40,week41,week42,week43,week44,week45,week46,week47,week48,week49,week1_Return,week2_Return,week3_Return,week4_Return,week5_Return,week6_Return,week7_Return,week8_Return,week9_Return,week10_Return,week11_Return,week12_Return,week13_Return,week14_Return,week15_Return,week16_Return,week17_Return,week18_Return,week19_Return,week20_Return,week21_Return,week22_Return,week23_Return,week24_Return,week25_Return,week26_Return,week27_Return,week28_Return,week29_Return,week30_Return,week31_Return,week32_Return,week33_Return,week34_Return,week35_Return,week36_Return,week37_Return,week38_Return,week39_Return,week40_Return,week41_Return,week42_Return,week43_Return,week44_Return,week45_Return,week46_Return,week47_Return,week48_Return,week49_Return
0,IBM,20170131,20180126,168.00375400000001,170.121643,173.07135,174.051376,174.820023,172.417999,168.920654,167.930984,167.123901,166.105453,163.972443,155.940033,154.037643,152.817398,146.160568,146.286682,148.634567,147.518845,149.507767,150.749634,149.517471,149.245819,148.848038,148.450226,141.639435,140.358765,139.194519,139.537689,137.586594,139.723969,140.243622,142.910431,141.567215,143.694809,143.910492,145.596863,143.675186,152.832596,151.048172,148.391159,147.438354,150.468521,152.052933,152.597565,152.409424,151.458771,152.538132,160.905762,161.549423,161.014694,0.0126062004543,0.0301635878922,0.0359969456397,0.0405721231682,0.0262746807431,0.00545761614351,-0.000433145083175,-0.00523710321378,-0.0112991582319,-0.0239953626274,-0.0718062585673,-0.0831297555411,-0.0903929563383,-0.130016059046,-0.129265397248,-0.115290203575,-0.12193125756,-0.110092700667,-0.102700800364,-0.110034940053,-0.111651880112,-0.114019571253,-0.116387446914,-0.156926963668,-0.164549829047,-0.171479709912,-0.169437076983,-0.181050478193,-0.168328292236,-0.165235188733,-0.149361680335,-0.157356835015,-0.144692867994,-0.1434090693,-0.133371370975,-0.144809668955,-0.090302494074,-0.100923828166,-0.116739028343,-0.122410359949,-0.104374054642,-0.0949432415659,-0.0917014568615,-0.0928213187427,-0.0984798411112,-0.0920552168138,-0.0422490083168,-0.0384177784504,-0.0416006180433
1,TSLA,20170131,20180126,251.92999300000002,257.480011,280.980011,273.51001,250.020004,246.869995,255.729996,255.009995,277.380005,295.0,296.839996,302.51001,308.630005,295.459991,323.100006,313.059998,316.829987,339.850006,357.320007,371.399994,383.450012,361.609985,316.049988,319.570007,342.519989,323.470001,355.170013,363.799988,337.859985,345.660004,349.589996,362.75,375.100006,345.25,348.140015,355.589996,355.75,337.339996,331.529999,306.049988,308.700012,317.809998,307.540009,313.26001,339.029999,328.980011,315.359985,316.579987,336.220001,351.559998,0.0220300010091,0.115309882932,0.0856587845815,-0.00758142759128,-0.0200849368499,0.0150835672829,0.0122256265057,0.101020175077,0.170960219889,0.178263820299,0.200770128232,0.225062571252,0.172786088237,0.282499166346,0.242646793548,0.25761122456,0.348985890695,0.418330555822,0.474219046241,0.522049865655,0.435359008643,0.25451513032,0.268487341243,0.359584005546,0.28396780847,0.409796462782,0.444051911675,0.341086787551,0.372047845054,0.387647385042,0.439884134796,0.488905713581,0.370420392938,0.381891893277,0.411463525107,0.412098638053,0.339022765741,0.315960815352,0.214821563544,0.225340454005,0.261501237766,0.220735988351,0.243440712516,0.345730990434,0.305839003457,0.251776262305,0.25661888539,0.334577106109,0.395467025635
2,CAT,20170130,20180125,94.301926,90.482689,95.967964,95.578255,94.175278,93.464043,89.498657,90.054001,90.560638,91.710304,94.603958,91.067268,102.816628,99.751579,98.592361,98.376236,102.119125,103.789185,103.160461,104.52597,102.011063,103.779358,105.036812,106.854233,105.468468,112.899452,113.146812,111.662598,112.721336,114.136292,117.035469,117.61927,122.527077,123.011917,123.407707,125.544975,130.086685,131.071625,135.859421,137.073792,135.899231,136.277481,138.34787,139.492554,142.757401,150.212799,156.792267,158.703384,168.418289,170.410004,-0.0405000954063,0.0176670622825,0.0135344955733,-0.00134300544402,-0.00888511015141,-0.0509350042331,-0.0450460046808,-0.039673505714,-0.0274821746483,0.00320281899651,-0.0343010809769,0.0902919204429,0.0577894135481,0.0454967908079,0.043204950024,0.0828954331219,0.100605145647,0.0939380071622,0.108418188617,0.0817495180321,0.100500937807,0.113835278401,0.133107641937,0.118412661052,0.19721257867,0.199835642805,0.184096685364,0.195323794341,0.210328323517,0.241071884364,0.247262648697,0.299306198688,0.304447557094,0.308644608171,0.33130870519,0.379470075723,0.389914613197,0.440685538066,0.453563016306,0.441107692753,0.445118745507,0.467073641741,0.479212142496,0.513833354793,0.59289216426,0.662662404159,0.682928342312,0.78594750016,0.80706811863
3,TSLA,20170129,20180124,250.63000499999998,257.769989,280.600006,277.390015,249.990005,248.589996,258.0,250.679993,277.450012,303.700012,308.709991,305.519989,310.170013,311.019989,325.220001,306.109985,310.220001,340.369995,370.0,375.339996,382.609985,360.75,313.220001,327.779999,328.399994,335.070007,356.910004,357.869995,347.459991,348.049988,355.399994,363.690002,385.0,344.98999,341.529999,342.940002,350.600006,337.019989,320.079987,302.779999,315.399994,308.73999,317.549988,303.700012,341.029999,331.100006,311.640015,314.619995,337.950012,350.019989,0.0284881453041,0.119578663377,0.106770975008,-0.00255356496522,-0.00813952423613,0.0294058766028,0.000199449383564,0.107010359753,0.21174642278,0.231735964734,0.219008031381,0.23756137259,0.240952730301,0.297610000846,0.221362083123,0.237760821973,0.358057647567,0.476279745516,0.497586037234,0.526592895372,0.439372751878,0.249730657748,0.307824252727,0.310297998837,0.336910985578,0.424051378046,0.427881689585,0.386346343487,0.38870039922,0.418026520807,0.451103198917,0.536128924388,0.37649117471,0.362686000026,0.36831183481,0.398874831447,0.344691307013,0.27710162636,0.208075621273,0.258428710481,0.231855659102,0.267007068846,0.21174642278,0.360691027397,0.321070898913,0.243426600099,0.25531655717,0.348402047871,0.396560595368
4,QCOM,20170128,20180123,51.584133,50.881725,52.854256,54.60548,54.853764,55.096565,56.543667,55.164551,55.727852,55.048004,53.756302,51.095192,51.512814,52.921062,53.736877,53.76601,56.951569,57.492813,57.002422,55.835308,55.384155,54.020885,54.285686,55.717621,52.804726,51.863186,51.608185,51.706261,50.921642,51.02953,51.614594,50.146973,51.81292,51.18819,51.446018,52.437653,51.941833,52.943382,54.202759,61.997009,65.9338,65.913971,68.379997,64.690002,64.860001,64.5,64.540001,66.029999,65.43,68.040001,-0.0136167452887,0.0246223581969,0.0585712470926,0.0633844325735,0.0680913256795,0.0961445644536,0.0694092890928,0.0803293330529,0.0671499315497,0.0421092470431,-0.00947851541869,-0.001382576305,0.0259174463589,0.0417326777597,0.0422974444487,0.104052073532,0.114544524767,0.105037899929,0.0824124542328,0.0736664896549,0.0472384017775,0.0523717826177,0.0801309968707,0.0236621792209,0.00540966734868,0.000466267408236,0.00236754972697,-0.0128429220668,-0.0107514262186,0.000590511039509,-0.0278605050898,0.00443522041943,-0.00767567422331,-0.00267747060903,0.0165461732196,0.00693430284076,0.026350137551,0.0507641758756,0.201861995044,0.278179862013,0.277795460864,0.325601362729,0.254067835162,0.257363402812,0.250384493232,0.251159944861,0.280044757174,0.268413292902,0.319010266199
5,AMD,20170127,20180122,10.67,12.24,13.58,13.13,15.2,13.04,14.28,14.4,13.7,14.64,13.1,12.95,13.49,10.32,10.18,12.75,10.89,11.19,12.38,11.77,13.98,13.23,13.02,13.53,13.8,14.12,13.24,12.12,12.34,12.5,13.0,12.25,12.52,13.3,12.75,13.23,14.22,13.81,11.84,11.12,11.26,11.38,11.55,10.03,10.16,10.98,10.46,11.55,11.96,12.47,0.147141518276,0.272727272727,0.230552952202,0.424554826617,0.222118088097,0.338331771321,0.349578256795,0.283973758201,0.372071227741,0.227741330834,0.213683223993,0.264292408622,-0.0328022492971,-0.0459231490159,0.194939081537,0.020618556701,0.0487347703843,0.160262417994,0.103092783505,0.310215557638,0.23992502343,0.220243673852,0.268041237113,0.293345829428,0.323336457357,0.240862230553,0.135895032802,0.156513589503,0.171508903468,0.218369259606,0.148078725398,0.173383317713,0.24648547329,0.194939081537,0.23992502343,0.332708528585,0.294283036551,0.109653233365,0.0421743205248,0.0552952202437,0.066541705717,0.0824742268041,-0.0599812558575,-0.0477975632615,0.029053420806,-0.0196813495783,0.0824742268041,0.120899718838,0.168697282099
6,NVDA,20170127,20180122,111.33622700000001,113.936104,113.179062,106.81385,104.136063,97.413734,101.582771,109.162827,107.965973,108.095634,97.513474,99.029488,104.465195,103.208504,102.669922,136.451035,136.814407,144.122894,148.885376,151.481308,159.219101,151.511246,143.254257,160.377289,167.236465,161.485535,166.218079,164.48082,161.215973,165.075317,169.322357,163.576355,179.984955,178.875732,178.645889,181.174133,194.454895,196.76329,201.719849,208.54512,215.989944,211.213257,214.139999,186.660004,194.660004,197.899994,197.440002,212.470001,223.679993,224.440002,0.0233515816914,0.0165519799768,-0.0406190969629,-0.0646704508857,-0.125049082182,-0.0876036153084,-0.0195210495143,-0.030270955742,-0.0291063662504,-0.124153237203,-0.110536698895,-0.0617142522712,-0.073001602614,-0.0778390397584,0.225576244828,0.22883998036,0.294483367036,0.337259039683,0.360575188164,0.430074516536,0.360844085367,0.286681441073,0.440477132389,0.50208489641,0.450431179063,0.492937954508,0.47733423731,0.448010026422,0.48267389194,0.520819966353,0.469210511328,0.616589315533,0.606626493639,0.604562089211,0.627270277445,0.746555458539,0.767289006479,0.811807840408,0.873111076415,0.939979015096,0.897075755944,0.923363174504,0.676543287209,0.748397707064,0.777498657288,0.773367100001,0.908363582323,1.00904951629,1.01587576701
7,TSLA,20170127,20180122,252.94999700000002,251.330002,269.230011,272.230011,246.229996,251.210007,246.169998,261.920013,270.220001,298.519989,312.390015,300.25,313.790009,318.890015,321.26001,317.01001,303.859985,341.01001,359.649994,380.660004,376.399994,371.23999,308.829987,323.410004,329.920013,334.459991,347.089996,355.399994,351.920013,352.929993,355.899994,343.399994,379.809998,351.089996,341.100006,356.880005,355.570007,345.100006,320.869995,306.089996,302.98999,315.049988,316.809998,305.200012,328.910004,338.869995,317.290009,317.25,334.799988,344.570007,-0.00640440806172,0.0643606016726,0.0762206532068,-0.02656651939,-0.00687879035634,-0.026803712514,0.0354616173409,0.0682743791454,0.180154151178,0.234987225558,0.18699349105,0.240521892554,0.260684003882,0.270053424828,0.253251685154,0.201265027095,0.348132097428,0.421822487707,0.504882421485,0.488041108773,0.467641804321,0.220913187044,0.278553104707,0.304289452116,0.322237576465,0.37216841319,0.405020748033,0.391263163367,0.395255968317,0.406997423289,0.357580541897,0.50152204983,0.387981815236,0.348487883161,0.410871750277,0.405692869014,0.364301285206,0.268511558828,0.210081042223,0.197825631917,0.245503031178,0.252460967612,0.206562623521,0.30029653252,0.339671868033,0.254358619344,0.254200449743,0.323581703778,0.362206013388
8,QCOM,20170127,20180122,52.190331,50.977943,51.959396,54.326435,55.096565,54.824627,56.776749,56.14547,55.02858,54.873188,54.892612,51.153465,51.473965,51.755615,53.562057,54.339024,57.514874,56.168774,56.423771,55.913769,55.246849,55.080112,53.736462,55.148766,52.932228,51.480686,51.931839,51.333569,51.264915,51.480686,51.832752,49.224754,51.753422,51.654259,51.406349,52.050915,52.378151,51.584846,54.113514,61.29295,64.029861,66.16188,67.57,64.559998,65.18,65.379997,64.300003,65.940002,65.260002,68.050003,-0.0232301266685,-0.00442486176223,0.0409291138621,0.0556852954238,0.0504747900526,0.087878691553,0.0757829836335,0.0543826595007,0.0514052497579,0.0517774259757,-0.0198670132979,-0.0137260290608,-0.0083294355807,0.0262831442859,0.0411703271244,0.10202163692,0.0762295031239,0.0811154081395,0.0713434448231,0.0585648326315,0.0553700454592,0.0296248552246,0.0566854998486,0.0142152192903,-0.0135972504179,-0.0049528714428,-0.0164161058875,-0.0177315602769,-0.0135972504179,-0.00685144150552,-0.0568223451198,-0.00837145485818,-0.0102714811293,-0.0150215947088,-0.00267129940218,0.0035987508874,-0.0116014784424,0.0368494118192,0.174411980641,0.226852939484,0.267703782143,0.294684258661,0.237010702231,0.248890335645,0.252722405612,0.232029032351,0.263452458272,0.250423224946,0.30388142202
9,QCOM,20170126,20180121,52.007507000000004,50.67004,50.881725,54.730564,55.05772,54.814915,56.951569,55.892956,55.281094,55.689003,54.698368,51.36713,51.289436,52.056686,53.047321,53.804859,57.573139,56.237423,57.080891,56.433578,55.698002,54.364155,54.383766,55.119347,55.688194,52.118183,52.147606,51.755302,52.28492,51.225685,51.684006,49.958565,51.049362,51.594761,51.317104,51.912083,52.556648,51.852589,53.349953,54.381256,64.059608,65.556984,68.333557,65.489998,64.239998,64.760002,64.730003,65.199997,65.269997,68.019997,-0.0257168066141,-0.0216465288367,0.0523589219533,0.0586494753536,0.0539808224224,0.0950643913772,0.0747093876274,0.0629445091456,0.0707877806948,0.0517398574787,-0.0123131647129,-0.0138070644301,0.000945613486145,0.0199935367023,0.0345594723469,0.107015935219,0.081332796821,0.0975509939363,0.0851044638613,0.0709608134072,0.0453136121291,0.0456906923072,0.0598344389013,0.0707722252482,0.00212807739467,0.00269382264372,-0.00484939606892,0.00533409532589,-0.0150328682357,-0.00622027508452,-0.0393970431999,-0.0184232057114,-0.00793627735319,-0.0132750643095,-0.00183481203973,0.0105588795095,-0.00297876227753,0.0258125427931,0.0456424300438,0.231737718172,0.260529253979,0.313917181225,0.259241247615,0.235206255897,0.245204889363,0.24462806879,0.253665110308,0.255011069844,0.307888051623
